rid,treatment,number,trait,age,gender,sexuality,"race, ethnicity, nationality",education,religion,family role,occupation,political views,hobbies and interests,physical body,"personality, behaviors, traits",ambiguous,none,other
64af476e-7dfc-8217-488c-fffc58640357,neighbor,trait3,Helpful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait8,Helpful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d6f-738c-4331-df24-6981b9031770,specific,trait6,helpful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait7,Helpful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait6,helpful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af72a9-dc05-8820-3911-c034315296e6,coworker,trait4,Helpful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,friend,trait3,Helpful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait5,Helpful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait2,Helpful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait4,Helpfulness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait3,helpfulness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af489f-a59b-e67a-fb54-8142697eaa2b,general,trait2,Hermit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait3,Hippie ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait4,Hobbies,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af674b-3fd3-3039-10ee-b1c4c72ddae0,friend,trait2,Hobbies & interests,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait4,Homeless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait8,Homey,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af479e-58a1-fb9f-6b6a-ae4e012deb56,coworker,trait1,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47d5-d253-b1e5-d37e-6c5e4c71c0c1,coworker,trait1,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d92-7309-83d7-78a1-fe90ca4a3c4e,coworker,trait2,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48a1-f175-35c7-8317-98d67535c944,neighbor,trait2,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4792-e438-df90-c5d1-34f8a413a859,neighbor,trait5,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,friend,trait2,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48b5-ddf5-2900-f88e-45ef0e208445,friend,trait5,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4900-56d7-e630-c68c-e1b00884c10c,friend,trait3,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af78ed-e729-99c8-e7c8-665686c72da6,friend,trait2,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dc5-e019-18de-cf30-bb140643d009,friend,trait1,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4787-166e-0a03-bb07-484034c33cce,friend,trait1,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af478c-36f6-b350-6088-0d35cc89e022,friend,trait1,HONEST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48a2-4d41-07cc-4e1e-7bb430782130,friend,trait1,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6cea-3aaa-15a3-eab8-069c38ba948b,friend,trait1,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a47-ceb4-1d30-2ff7-8c98eeab993a,specific,trait3,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait2,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait2,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait9,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait3,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait1,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait1,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,specific,trait2,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait8,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e05-15aa-ab38-71a3-027a1fb7268b,general,trait2,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4993-9962-d8f5-306c-de7704f248c2,general,trait5,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait10,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait4,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait7,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait4,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait1,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4880-e170-b88a-887c-b8ca98798967,general,trait2,Honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-b4a8-427c-27c2-2b9893b1ebc2,general,trait3,honest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47b0-9021-5022-768d-b91f29f7a5d8,coworker,trait1,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait1,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait5,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4858-6385-24f6-cbfa-3951c3e6b642,neighbor,trait2,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4ad2-502a-1603-4c71-e3fd4aee61a4,neighbor,trait2,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ce4-90a9-1a0e-cd0a-09a2f6bb2d29,friend,trait1,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4823-6964-dd22-230c-838abd142e99,specific,trait3,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait3,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait1,Honest ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af62a6-e43c-4461-df5c-880fbbcac107,neighbor,trait4,Honestly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af60ad-8ee3-1b44-5494-ec3243f36881,friend,trait2,Honestly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,friend,trait1,Honestly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47c8-3d84-1f92-5d79-7317f7db239a,coworker,trait3,honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ef5-9aa8-d462-da75-44f4c1634b9d,coworker,trait1,honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af633e-7784-78ee-e986-1b46b65d255b,coworker,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af68ee-0956-f11d-c535-2a45265fc6cc,coworker,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait2,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait1,honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48ac-2bd4-e57a-753c-0a9a50f83e6a,friend,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c87-ffd4-4bc2-b6bf-0820b93505fc,friend,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5e5a-f6ad-afd1-faed-6de97222fb61,friend,trait4,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait2,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait2,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait8,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait2,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47da-9ef3-feab-bf2a-79620b670459,specific,trait1,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait2,honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait2,honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af73b4-c7ec-8d80-23b4-a247a93ef43c,general,trait3,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-7db2-3ed8-ab14-e7ef2557e318,general,trait1,honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6964-fdec-ee32-620b-fe4e0e72fe94,general,trait5,Honesty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait1,Honesty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af686d-9521-0c2c-3eb7-262d5e1e8988,coworker,trait1,Honesty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4855-b939-85b7-d1fe-233895d6abe5,friend,trait1,Honesty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait1,Honesty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait1,Honesty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait3,Honesty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait6,honor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait8,hopeful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait6,Hopeful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait6,Hopeful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait6,Hopeful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4780-304a-a72b-c347-08145c14aa0d,general,trait2,Hopwful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait3,House ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait5,How aware they are.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d7e-0253-78d6-fd9b-66ff30f7a5fa,neighbor,trait2,How loud they are,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait8,How many people living there,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af68a1-d76c-2d72-8a85-45e436c82c3e,neighbor,trait4,How many people will be living there?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af68a1-d76c-2d72-8a85-45e436c82c3e,neighbor,trait2,How old are they?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait5,Huge,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait9,Huggable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait1,Human,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait1,human,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait8,Human,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait1,Human,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af6ec5-4f5d-8076-2769-7be6201e982d,friend,trait5,Humble,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait6,humble,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait7,Humble,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5f31-c372-0008-009b-728a71afe522,general,trait2,Humble,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait3,Humble ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af735e-4af2-448d-28e9-91accc55a0ba,friend,trait2,Humbleness ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7586-09d7-d31b-9a1a-f3006a0f9f2f,neighbor,trait1,Humor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait5,Humor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dc5-e019-18de-cf30-bb140643d009,friend,trait6,Humor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4869-d30b-4fd7-6d18-6fd76c4cc0c3,friend,trait3,Humor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait7,Humor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6964-fdec-ee32-620b-fe4e0e72fe94,general,trait2,Humor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af478e-958e-213d-a5df-c143fa742dce,friend,trait1,Humor ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait1,Humorous,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait8,Humorous ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait3,Humorous ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait10,Hungry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait9,Husband ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait7,Hustler ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait8,hustlers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait7,Hygienic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait9,I ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait2,I am a leader not a follower,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait8,I dunno others,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af47dd-8767-ebc2-2012-2e462ad7294d,neighbor,trait3,i like to talk to my neighbors,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af725e-6579-d9a4-8b7e-1142de686b63,neighbor,trait4,I will not want to live around somebody who is racist .,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af725e-6579-d9a4-8b7e-1142de686b63,neighbor,trait2,I would not want to have to worry about if my neighbors steal ( like packages ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait8,I’m ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait7,Idealist,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait3,ideas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af6e59-f057-e158-8d21-faecc0dd9b60,neighbor,trait1,If they are loud,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait1,If they go to church ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait4,If they have family ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait7,If they're kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait4,If they're woke. ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait5,Impatient ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait9,Inclusive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47da-9ef3-feab-bf2a-79620b670459,specific,trait10,Indecisive ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait2,Independence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af635c-a42a-87d7-d73c-fd9eb3ebac9c,general,trait1,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6354-5de1-b523-5d6f-3110cda30e73,specific,trait3,independent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait6,Independent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait9,Indifferent sibling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait5,Insane,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4823-6964-dd22-230c-838abd142e99,specific,trait7,Insomnia ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait10,Inspire others in various activities in their life,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6df1-2fac-a26e-323b-c74ab6ec9476,coworker,trait2,Integrity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47c8-3d84-1f92-5d79-7317f7db239a,coworker,trait1,integrity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait2,Integrity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait9,integrity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af686d-9521-0c2c-3eb7-262d5e1e8988,coworker,trait2,Integrity ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait3,Integrity ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait2,Integrity ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait2,Integrity ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48ac-2bd4-e57a-753c-0a9a50f83e6a,friend,trait5,Inteligence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,friend,trait5,inteligent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait3,intellectual,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,specific,trait2,Intelligence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait1,Intelligence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47da-9ef3-feab-bf2a-79620b670459,specific,trait2,Intelligence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4756-02f6-fe50-223f-5a76f1181a9e,general,trait2,Intelligence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait1,Intelligence ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait5,Intelligent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47d5-d253-b1e5-d37e-6c5e4c71c0c1,coworker,trait6,intelligent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait3,Intelligent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait10,Intelligent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait6,Intelligent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait5,Intelligent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait5,Intelligent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait2,Intelligent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait7,Intelligent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4880-e170-b88a-887c-b8ca98798967,general,trait6,Intelligent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ea4-08f4-2c0b-de7a-c27c16e9c4ec,neighbor,trait1,Interest in loud music,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,specific,trait7,Interest in the environment ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,general,trait9,Interested,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait5,Interesting ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af478e-958e-213d-a5df-c143fa742dce,friend,trait7,Interesting hobby ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4967-ce41-1144-2e16-05be4e3c9328,neighbor,trait3,Interests,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af5ff8-a5ee-243c-b49a-9e24f4e85d95,friend,trait5,interests or hobbies  known of,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af5f31-c372-0008-009b-728a71afe522,general,trait7,Introspective ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c09-08a3-f425-e964-8804fe5bbfd3,specific,trait2,Introvert,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,general,trait3,Introvert,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4993-9962-d8f5-306c-de7704f248c2,general,trait7,introvert ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait4,Introvert ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait3,Introverted ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait7,Inventive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait9,irish,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait1,Job,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait2,Job,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait9,Justice minded,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait4,Kids ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
