,rid,treatment,number,trait,coder1,coder2
935,64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait9,Loyal ,12,12
936,64af4826-4157-e565-a4fd-ae67be5a4d6a,friend,trait4,Loyal ,12,12
937,64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait8,Loyal ,12,12
938,64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait1,loyal ,12,12
939,64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait1,Loyal ,12,12
940,64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait1,Loyal ,12,12
941,64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait4,loyalty,12,12
942,64af5ef5-9aa8-d462-da75-44f4c1634b9d,coworker,trait2,loyalty,12,12
943,64af633e-7784-78ee-e986-1b46b65d255b,coworker,trait2,Loyalty,12,12
944,64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait1,Loyalty,12,12
945,64af672e-bbd6-5603-3cef-abde33887508,friend,trait2,Loyalty,12,12
946,64af4aa2-e012-ac94-64ac-20847af53f8e,friend,trait1,loyalty,12,12
947,64af5eec-2e74-d863-3989-96a1d37385ec,friend,trait1,loyalty,12,12
948,64af48b5-ddf5-2900-f88e-45ef0e208445,friend,trait1,loyalty,12,12
949,64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait3,Loyalty,12,12
950,64af5c87-ffd4-4bc2-b6bf-0820b93505fc,friend,trait3,Loyalty,12,12
951,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait1,Loyalty,12,12
952,64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait1,Loyalty,12,12
953,64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait2,Loyalty,12,12
954,64af4786-cf86-1aa9-3354-14ff79cd925d,friend,trait1,loyalty ,12,12
955,64af60ad-8ee3-1b44-5494-ec3243f36881,friend,trait1,Loyalty ,12,12
956,64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait2,Loyalty ,12,12
957,64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait5,Lucky in love,13,12
958,64af4794-0621-3036-464a-64588d30e10d,coworker,trait1,male,2,2
959,64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait2,male,2,2
960,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait1,male,2,2
961,64af61ab-4a29-5b50-4712-668849c136f5,general,trait1,man,2,2
962,64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait5,Man of integrity ,12,12
963,64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait7,Mannerisms,12,12
964,64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait6,Marital status,7,7
965,64af5ff8-a5ee-243c-b49a-9e24f4e85d95,friend,trait3,maritsal status,7,7
966,64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait6,married,7,7
967,64af4cc1-c4f2-27a4-6f31-83ae7de1044a,friend,trait1,Mature,12,12
968,64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait4,Mature,12,12
969,64af4847-7db2-3ed8-ab14-e7ef2557e318,general,trait3,mentally stable,12,12
970,64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait10,Military,8,8
971,64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait6,military service,8,8
972,64af4769-80af-abe8-653f-012b04409368,specific,trait6,Military Service,8,8
973,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait1,Mind they business,12,12
974,64afe6a3-aa8c-22fb-0369-29038f03de0f,general,trait3,Money,14,13
975,64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait4,moral,12,12
976,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait3,Morality,12,12
977,64af478c-36f6-b350-6088-0d35cc89e022,friend,trait3,MORALS,12,12
978,64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait5,Mother,7,7
979,64af7078-341e-175e-647a-e6641b34fa27,general,trait3,Mother,7,7
980,64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait1,Mother,7,7
981,64af4859-0cef-fce3-77ec-a74be68b9944,general,trait4,Mother ,7,7
982,64af4831-cf25-f482-4a71-6b189cddd1ec,coworker,trait5,Motivated,12,12
983,64af7d2f-5785-033f-adc9-75505ba79806,general,trait1,motivated,12,12
984,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait10,Multi-task ,12,12
985,64af624a-6d51-e8b9-fa17-147338f28514,general,trait8,Music,13,10
986,64af7226-044e-72fd-3068-75f88bada5be,specific,trait9,Musical,12,12
987,64af7c93-0867-27e9-ac5a-6d2d9f2ce647,specific,trait1,My family ,13,7
988,64af47c7-7964-6b54-a89f-4501d75410af,friend,trait3,naturalist,12,12
989,64af7385-038d-4139-479f-aefed21d11c4,general,trait6,Nature,13,12
990,64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait6,Nature loving,10,12
991,64af47dd-8767-ebc2-2012-2e462ad7294d,neighbor,trait4,neat,12,12
992,64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait8,Need to educate ,13,5
993,64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait7,nerdyness,12,12
994,64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait9,Neutral,12,13
995,64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait10,Nice,12,12
996,64af5c78-be40-b598-16a4-924eac749f8a,coworker,trait1,Nice,12,12
997,64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait3,Nice,12,12
998,64af47b0-9021-5022-768d-b91f29f7a5d8,coworker,trait2,Nice,12,12
999,64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait5,nice,12,12
1000,64aff1ac-8022-931b-fc2f-5151c185192a,neighbor,trait2,nice,12,12
1001,64af481a-7249-7534-93b0-49ce135fbd34,neighbor,trait1,Nice,12,12
1002,64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait1,Nice,12,12
1003,64af5cc7-3a86-7e3a-8a07-9d9dde0961e8,neighbor,trait5,Nice,12,12
1004,64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait7,Nice,12,12
1005,64af4b9c-8085-748a-3af4-8a320de06c02,neighbor,trait3,Nice,12,12
1006,64af4ad2-502a-1603-4c71-e3fd4aee61a4,neighbor,trait5,Nice,12,12
1007,64af4cc1-c4f2-27a4-6f31-83ae7de1044a,friend,trait4,Nice,12,12
1008,64af6dc5-e019-18de-cf30-bb140643d009,friend,trait10,Nice,12,12
1009,64af5059-6c35-7f09-95af-8e4899592afa,friend,trait3,nice,12,12
1010,64af5059-6c35-7f09-95af-8e4899592afa,friend,trait10,nice,12,12
1011,64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait3,nice,12,12
1012,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait4,Nice,12,12
1013,64af6569-177f-8078-2cd1-58dea16f9561,coworker,trait4,Nice ,12,12
1014,64af5c42-9798-9947-aa2b-842339378946,neighbor,trait2,Nice ,12,12
1015,64af4839-121f-7653-a558-26c1978168e8,neighbor,trait1,Nice ,12,12
1016,64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait6,Nice ,12,12
1017,64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait1,Nice ,12,12
1018,64af725e-6579-d9a4-8b7e-1142de686b63,neighbor,trait1,"Nice I would want me and my neighbors to get along , very good .",13,12
1019,64af47b8-8c71-c408-8075-b411b7f5b2b1,neighbor,trait4,No barking dogs,13,10
1020,64af7de2-33f4-8900-080f-d8d5ff21f178,coworker,trait5,No egos ,12,12
1021,64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait10,no idea,14,14
1022,64af476f-a555-ba2f-13d7-16d6d504609a,neighbor,trait2,No kids ,7,7
1023,64af47c7-7964-6b54-a89f-4501d75410af,friend,trait8,non-materialistic,12,12
1024,64af696c-86ba-0996-dc27-9b4360bc4461,coworker,trait2,Nonchalant,12,12
1025,64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait7,None ,14,14
1026,64af4880-e170-b88a-887c-b8ca98798967,general,trait10,Nonjudgemental,12,12
1027,64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait8,nonselfish,12,12
1028,64af47f9-f7eb-daee-8857-07a893754860,coworker,trait2,Not a gossip,12,12
1029,64af6310-932c-8f52-4439-c809b0c88e35,specific,trait7,Not a people person,12,12
1030,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait7,Not annoying,12,12
1031,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait8,Not bitchy,12,12
1032,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait9,Not bossy,12,12
1033,64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait4,Not introverted,12,12
1034,64af47dd-1e3d-34b9-a055-1020e8ff1d67,friend,trait3,not judgemental,12,12
1035,64af64cd-53a9-53f9-375f-f8ad2c08a199,coworker,trait3,Not lazy,12,12
1036,64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait3,not negative,12,12
1037,64af4865-fb4a-80c6-1b74-58b375ad57cb,coworker,trait3,Not overly friendly,12,12
1038,64af47dd-8767-ebc2-2012-2e462ad7294d,neighbor,trait1,not too much noise late at night,12,12
1039,64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait6,Nothing ,14,14
1040,64af476a-6ca0-dd7c-3ec6-b95c3b64952f,neighbor,trait5,Number of people ,14,14
1041,64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait8,obnoxious,12,12
1042,64af5ff8-a5ee-243c-b49a-9e24f4e85d95,friend,trait2,occupation,8,8
1043,64af4769-80af-abe8-653f-012b04409368,specific,trait7,Occupation,8,8
1044,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait7,Ok ,14,13
1045,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait10,Ok ,14,13
1046,64af7078-341e-175e-647a-e6641b34fa27,general,trait8,Old ,13,1
1047,64af7889-f83a-b717-b507-260ab6b7820b,specific,trait8,Old fashion,12,12
1048,64af476f-a555-ba2f-13d7-16d6d504609a,neighbor,trait3,Older,13,1
1049,64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait4,older,13,1
1050,64af5c78-be40-b598-16a4-924eac749f8a,coworker,trait2,On time,12,12
1051,64af4bb7-138c-25aa-ad1c-22d04c36cf57,coworker,trait3,On time,12,12
1052,64af48a1-f175-35c7-8317-98d67535c944,neighbor,trait4,On time,12,12
1053,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait7,open minded,12,12
1054,64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait8,Open minded,12,12
1055,64af49d1-0ca0-cccc-0000-8c23bf4f212d,coworker,trait3,open-minded,12,12
1056,64af47c7-7964-6b54-a89f-4501d75410af,friend,trait5,open-minded,12,12
1057,64af6df1-2fac-a26e-323b-c74ab6ec9476,coworker,trait1,Open-mindedness,12,12
1058,64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait2,Openmindedness,12,12
1059,64af6ec5-4f5d-8076-2769-7be6201e982d,friend,trait2,Opinionated,12,12
1060,64af4993-9962-d8f5-306c-de7704f248c2,general,trait3,opinionated ,12,12
1061,64af4880-e170-b88a-887c-b8ca98798967,general,trait9,Opionated ,12,12
1062,64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait8,Optimistic ,12,12
1063,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait5,Optimistic ,12,12
1064,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait7,Organized,12,12
1065,64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait5,Organized,12,12
1066,64af72a9-dc05-8820-3911-c034315296e6,coworker,trait5,Organized ,12,12
1067,64af6c74-63da-b379-51ab-f9234047de3c,specific,trait1,Organized ,12,12
1068,64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait7,outdoormen,10,10
1069,64af5e5a-f6ad-afd1-faed-6de97222fb61,friend,trait3,Outgoing,12,12
1070,64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait8,Outgoing,12,12
1071,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait5,overweight,11,11
1072,64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait9,pasionet,12,12
1073,64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait8,Passionate ,12,12
1074,64af6df1-2fac-a26e-323b-c74ab6ec9476,coworker,trait5,Patience,12,12
1075,64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait1,Patience,12,12
1076,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait5,Patience,12,12
1077,64af47da-9ef3-feab-bf2a-79620b670459,specific,trait3,Patience,12,12
1078,64af5eec-2e74-d863-3989-96a1d37385ec,friend,trait5,patience ,12,12
1079,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait5,Patience ,12,12
1080,64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait3,Patient,12,12
1081,64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait5,Patient,12,12
1082,64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait4,Patient ,12,12
1083,64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait10,patriotic,12,12
1084,64af47d9-f7f6-d1e3-43e3-8afcfab95087,coworker,trait1,Pay,14,15
1085,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait6,Peace,13,12
1086,64af47c7-7964-6b54-a89f-4501d75410af,friend,trait2,peaceful,12,12
1087,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait10,Peaceful ,12,12
1088,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait10,Peaceful ,12,12
1089,64af7226-044e-72fd-3068-75f88bada5be,specific,trait10,People pleaser,12,12
1090,64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait6,Persistent ,12,12
1091,64af5f7e-b7d8-f8f8-f373-3d5a4f4b6096,neighbor,trait1,personality,12,12
1092,64af4aa2-e012-ac94-64ac-20847af53f8e,friend,trait3,personality,12,12
1093,64af478c-36f6-b350-6088-0d35cc89e022,friend,trait2,PERSONALITY,12,12
1094,64af60ad-8ee3-1b44-5494-ec3243f36881,friend,trait3,Personality ,12,12
1095,64af4797-6a54-04b7-2231-e1601df0f20c,general,trait5,Personality ,12,12
1096,64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait5,Pets,10,10
1097,64af476a-6ca0-dd7c-3ec6-b95c3b64952f,neighbor,trait4,Pets,10,10
1098,64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait6,Pets,10,10
1099,64af624a-6d51-e8b9-fa17-147338f28514,general,trait3,Pets,10,10
1100,64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait8,Pets ,10,10
1101,64af4828-5056-4ef9-950f-c4263a288a74,specific,trait10,Podcast junkie,10,10
1102,64af7586-09d7-d31b-9a1a-f3006a0f9f2f,neighbor,trait4,Polite,12,12
1103,64af4b9c-8085-748a-3af4-8a320de06c02,neighbor,trait2,Polite ,12,12
1104,64af6dc5-e019-18de-cf30-bb140643d009,friend,trait9,Politics,9,9
1105,64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait5,politics,9,9
1106,64af6354-5de1-b523-5d6f-3110cda30e73,specific,trait2,positive attitude ,12,12
1107,64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait9,Practical ,12,12
1108,64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait5,Practical ,12,12
1109,64af6df1-2fac-a26e-323b-c74ab6ec9476,coworker,trait3,Preferably women,2,2
1110,64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait3,Pretty,11,11
1111,64af5059-6c35-7f09-95af-8e4899592afa,friend,trait6,pretty,11,11
1112,64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait8,Pretty,11,11
1113,64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait8,pretty,11,11
1114,64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait5,pretty,11,11
1115,64af6354-5de1-b523-5d6f-3110cda30e73,specific,trait1,pretty eyes ,11,11
1116,64af7586-09d7-d31b-9a1a-f3006a0f9f2f,neighbor,trait2,Privacy,12,12
1117,64af5da0-2ac0-88e0-8cbb-b2dbcae777d8,neighbor,trait3,Privacy,12,12
1118,64af489f-a59b-e67a-fb54-8142697eaa2b,general,trait1,Private,12,12
1119,64af4879-eb36-b307-41e9-12663d95ba72,coworker,trait3,Proactive.,12,12
1120,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait9,Problem solver,12,12
1121,64af4967-ce41-1144-2e16-05be4e3c9328,neighbor,trait4,Profession,8,8
1122,64af49d1-0ca0-cccc-0000-8c23bf4f212d,coworker,trait1,professionalism,12,12
1123,64af47d5-d253-b1e5-d37e-6c5e4c71c0c1,coworker,trait5,proficient,12,12
1124,64af7de2-33f4-8900-080f-d8d5ff21f178,coworker,trait4,Progressive ,9,9
1125,64af72a9-dc05-8820-3911-c034315296e6,coworker,trait3,Punctual ,12,12
1126,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait2,punctual ,12,12
1127,64af478e-958e-213d-a5df-c143fa742dce,friend,trait5,Punctual ,12,12
1128,64af633e-7784-78ee-e986-1b46b65d255b,coworker,trait3,Punctuality ,12,12
1129,64af6cea-3aaa-15a3-eab8-069c38ba948b,friend,trait3,Quality ,14,12
1130,64af481a-b30b-1386-35db-53f82f3c5272,neighbor,trait1,quiet,12,12
1131,64aff1ac-8022-931b-fc2f-5151c185192a,neighbor,trait1,quiet,12,12
1132,64af486a-b3a2-906a-8745-f1ce41c51cfe,neighbor,trait3,Quiet,12,12
1133,64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait10,Quiet,12,12
1134,64af4858-6385-24f6-cbfa-3951c3e6b642,neighbor,trait3,Quiet,12,12
1135,64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait7,Quiet,12,12
1136,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait9,quiet,12,12
1137,64af4740-c673-062a-7f23-dce5d2723c30,general,trait6,QUIET,12,12
1138,64af5c42-9798-9947-aa2b-842339378946,neighbor,trait1,Quiet ,12,12
1139,64af4780-304a-a72b-c347-08145c14aa0d,general,trait8,Quiet ,12,12
1140,64af47b8-8c71-c408-8075-b411b7f5b2b1,neighbor,trait2,Quiet people ,12,12
1141,64af7889-f83a-b717-b507-260ab6b7820b,specific,trait1,"Quiet, craftswoman, hardworker, happy, extroverted, trustful, ",13,13
1142,64af7586-09d7-d31b-9a1a-f3006a0f9f2f,neighbor,trait3,Quietness ,12,12
1143,64af5da0-2ac0-88e0-8cbb-b2dbcae777d8,neighbor,trait4,Quitness,12,12
1144,64af4967-ce41-1144-2e16-05be4e3c9328,neighbor,trait2,Race,4,4
1145,64af654f-2bfa-7795-6da7-b2be8593d728,neighbor,trait2,race,4,4
1146,64af4769-80af-abe8-653f-012b04409368,specific,trait10,Race,4,4
1147,64af4797-6a54-04b7-2231-e1601df0f20c,general,trait1,Race,4,4
1148,64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait3,race,4,4
1149,64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait6,Raw,14,12
1150,64af7078-341e-175e-647a-e6641b34fa27,general,trait10,Reader,12,10
1151,64af5e73-fbe5-2130-baa9-59e508cca2a2,friend,trait2,Real,12,12
1152,64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait10,Redundant ,12,12
1153,64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait8,reflective,12,12
1154,64af49d1-0ca0-cccc-0000-8c23bf4f212d,coworker,trait2,relaxed,12,12
1155,64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait7,Relaxed,12,12
1156,64af7c93-0867-27e9-ac5a-6d2d9f2ce647,specific,trait2,Relegion,6,6
1157,64af47c8-3d84-1f92-5d79-7317f7db239a,coworker,trait4,reliability,12,12
1158,64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait4,Reliability,12,12
1159,64af64cd-53a9-53f9-375f-f8ad2c08a199,coworker,trait2,Reliable,12,12
1160,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait3,Reliable,12,12
1161,64af4794-0621-3036-464a-64588d30e10d,coworker,trait8,reliable,12,12
1162,64af47d5-d253-b1e5-d37e-6c5e4c71c0c1,coworker,trait2,reliable,12,12
1163,64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait5,reliable,12,12
1164,64af6569-177f-8078-2cd1-58dea16f9561,coworker,trait6,Reliable ,12,12
1165,64af4847-b740-32c2-fc46-2919d29267cd,specific,trait3,Reliable ,12,12
1166,64af4780-304a-a72b-c347-08145c14aa0d,general,trait5,Reliable ,12,12
1167,64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait5,Reliable ,12,12
1168,64af4769-80af-abe8-653f-012b04409368,specific,trait8,Religion,6,6
1169,64af4740-c673-062a-7f23-dce5d2723c30,general,trait2,RELIGIOUS,6,6
1170,64af4810-b4a8-427c-27c2-2b9893b1ebc2,general,trait5,religious,6,6
1171,64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait10,Reserved,12,12
1172,64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait10,Reserved,12,12
1173,64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait9,Resilient ,12,12
1174,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait2,Resourceful,12,12
1175,64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait9,Resourceful,12,12
1176,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait6,Respecful,12,12
1177,64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait5,respect,12,12
1178,64af5d69-c8ec-d859-fd32-f0368ec20a08,coworker,trait1,Respect,12,12
1179,64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait10,Respect,12,12
1180,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait5,respectable ,12,12
1181,64af4879-eb36-b307-41e9-12663d95ba72,coworker,trait6,Respectful,12,12
1182,64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait1,respectful,12,12
1183,64af5cc7-3a86-7e3a-8a07-9d9dde0961e8,neighbor,trait6,Respectful,12,12
1184,64af5059-6c35-7f09-95af-8e4899592afa,friend,trait4,respectful,12,12
1185,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait9,Respectful,12,12
1186,64af4a0c-b70e-52f7-2f15-648185412c3a,neighbor,trait2,Respectful ,12,12
1187,64af4858-6385-24f6-cbfa-3951c3e6b642,neighbor,trait5,Respectful of all people,12,12
1188,64af5d69-c8ec-d859-fd32-f0368ec20a08,coworker,trait2,Responsibility ,12,12
1189,64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait6,Responsibility ,12,12
1190,64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait9,responsible,12,12
1191,64af481a-b30b-1386-35db-53f82f3c5272,neighbor,trait3,responsible,12,12
1192,64af6569-177f-8078-2cd1-58dea16f9561,coworker,trait1,Responsible ,12,12
1193,64af4a0c-b70e-52f7-2f15-648185412c3a,neighbor,trait6,Responsible ,12,12
1194,64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait10,responsible ,12,12
1195,64af4879-eb36-b307-41e9-12663d95ba72,coworker,trait2,Responsible.,12,12
1196,64af6569-177f-8078-2cd1-58dea16f9561,coworker,trait3,Responsive ,12,12
1197,64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait4,Retired,15,8
1198,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait2,retired,15,8
1199,64af62a6-e43c-4461-df5c-880fbbcac107,neighbor,trait1,Retired ,15,8
1200,64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait8,rights,14,14
1201,64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait5,Romantic ,12,12
1202,64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait8,Sad,12,12
1203,64af482b-98b0-bc23-797b-0d39bb876a61,general,trait8,Sad,12,12
1204,64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait6,safety,12,12
1205,64af6dc5-e019-18de-cf30-bb140643d009,friend,trait8,Same interest,10,10
1206,64af6ec5-4f5d-8076-2769-7be6201e982d,friend,trait4,Sarcastic,12,12
1207,64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait6,sarcastic,12,12
1208,64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait6,Sarcastic ,12,12
1209,64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait1,Sassy,12,12
1210,64af4787-166e-0a03-bb07-484034c33cce,friend,trait2,scence of humor,12,12
1211,64af635c-a42a-87d7-d73c-fd9eb3ebac9c,general,trait3,Science,13,13
1212,64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait6,Self aware,12,12
1213,64af4847-b740-32c2-fc46-2919d29267cd,specific,trait8,Self-conscious ,12,12
1214,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait4,selfless ,12,12
1215,64af6188-c51a-86a9-0eb4-35d866c2833e,coworker,trait4,Sense of humor,12,12
1216,64af47c7-7964-6b54-a89f-4501d75410af,friend,trait4,sense of humor,12,12
1217,64af4b16-bb7a-ceda-7d5f-03086a7c5c1f,friend,trait4,Sense of humor,12,12
1218,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait10,Sense of Humor,12,12
1219,64af4880-e170-b88a-887c-b8ca98798967,general,trait3,Sense of humor,12,12
1220,64af4828-5056-4ef9-950f-c4263a288a74,specific,trait1,Sense of humor ,12,12
1221,64af624a-6d51-e8b9-fa17-147338f28514,general,trait5,Sense of humor ,12,12
1222,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait6,Sensible,12,12
1223,64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait7,Sensible ,12,12
1224,64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait5,Serenity,12,12
1225,64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait9,Serving,13,12
1226,64af4769-80af-abe8-653f-012b04409368,specific,trait3,Sex,2,3
1227,64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait4,sex,2,3
1228,64af5ff8-a5ee-243c-b49a-9e24f4e85d95,friend,trait1,Sex male female,2,3
1229,64af4769-80af-abe8-653f-012b04409368,specific,trait9,Sexual orientation,3,3
1230,64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait5,Sexy,11,11
1231,64af4b16-bb7a-ceda-7d5f-03086a7c5c1f,friend,trait1,Shared interest,10,10
1232,64af4b16-bb7a-ceda-7d5f-03086a7c5c1f,friend,trait3,Shared political leanings,9,9
1233,64af486a-b3a2-906a-8745-f1ce41c51cfe,neighbor,trait5,Shares my interests ,10,10
1234,64af47d9-f7f6-d1e3-43e3-8afcfab95087,coworker,trait2,Shifts,14,14
1235,64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait1,Short,11,11
1236,64af61ab-4a29-5b50-4712-668849c136f5,general,trait3,shy,12,12
1237,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait8,shy,12,12
1238,64af482b-98b0-bc23-797b-0d39bb876a61,general,trait10,Sidelined ,14,12
1239,64af489f-a59b-e67a-fb54-8142697eaa2b,general,trait3,Silence,12,12
1240,64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait9,Silly,12,12
